TimeStamp,Partida V115,Estado Bombeo Semi V115,SP Semi V115,Estado Bombeo Receta V115,SP Receta V115,Consumo V115,Partida D122,Estado Bombeo Semi D122,SP Semi D122,Estado Bombeo Receta D122,SP Receta D122,Consumo D122,Partida V131,Estado Bombeo Semi V131,SP Semi V131,Estado Bombeo Receta V131,SP Receta V131,Consumo V131,Partida V141,Estado Bombeo Semi V141,SP Semi V141,Estado Bombeo Receta V141,SP Receta V141,Consumo V141,Partida V241,Estado Bombeo Semi V241,SP Semi V241,Estado Bombeo Receta V241,SP Receta V241,Consumo V241
2024-10-21 14:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,14.602619,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,2633.1165,506.43164,,-1,,-1,,2825.3921
2024-10-21 15:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,14.525305,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,3851.8577,506.43164,,-1,50,-1,527.69257,2825.3921
2024-10-21 16:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,14.447991,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4589.6123,506.43164,,-1,50,-1,1229.5342,2825.3921
2024-10-21 17:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,14.370677,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4593.6836,506.43164,,-1,50,-1,1931.3757,2825.3921
2024-10-21 18:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,14.293363,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4597.7549,506.43164,,-1,50,-1,2633.2173,2825.3921
2024-10-21 19:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,14.216048,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4601.8262,506.43164,,-1,50,-1,3335.0591,2825.3921
2024-10-21 20:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,14.138734,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4605.8979,506.43164,,-1,50,-1,4036.9006,2825.3921
2024-10-21 21:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,14.061419,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4609.9692,506.43164,,-1,50,-1,4455.5918,2825.3921
2024-10-21 22:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,13.984105,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4614.0405,506.43164,,-1,50,-1,4464.3833,2825.3921
2024-10-21 23:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,13.906791,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4618.1118,506.43164,,-1,50,-1,4473.1748,2825.3921
2024-10-22 00:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,13.829477,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4622.1836,506.43164,,-1,50,-1,4481.9663,2825.3921
2024-10-22 01:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,13.752163,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4626.2549,506.43164,,-1,50,-1,4490.7578,2825.3921
2024-10-22 02:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,13.674849,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4630.3262,506.43164,,-1,50,-1,4499.5493,2825.3921
2024-10-22 03:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,13.597534,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4634.3975,506.43164,,-1,50,-1,4508.3408,2825.3921
2024-10-22 04:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,13.52022,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4638.4692,506.43164,,-1,50,-1,4517.1323,2825.3921
2024-10-22 05:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,13.442905,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4642.5405,506.43164,,-1,50,-1,4525.9243,2825.3921
2024-10-22 06:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,13.365591,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4646.6118,506.43164,,-1,50,-1,4534.7158,2825.3921
2024-10-22 07:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,13.288278,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4650.6831,506.43164,,-1,50,-1,4543.5073,2825.3921
2024-10-22 08:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,13.210963,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4654.7549,506.43164,,-1,50,-1,4552.2988,2825.3921
2024-10-22 09:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,13.133649,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4658.8262,506.43164,,-1,50,-1,4561.0903,2825.3921
2024-10-22 10:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,13.056334,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4662.8975,506.43164,,-1,50,-1,4569.8818,2825.3921
2024-10-22 11:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,12.97902,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4666.9688,506.43164,,-1,50,-1,4578.6733,2825.3921
2024-10-22 12:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,12.901706,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4671.04,506.43164,,-1,50,-1,4587.4648,2825.3921
2024-10-22 13:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,12.824391,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4675.1118,506.43164,,-1,50,-1,4596.2563,2825.3921
2024-10-22 14:00:00,12345678,-1,5,-1,0,510.383,12345678,-1,12.747077,-1,0,320.65186,12345678,-1,30,-1,0,30.031921,,-1,45,-1,4679.1831,506.43164,,-1,50,-1,4605.0479,2825.3921
2024-10-22 15:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,12.669764,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4683.2544,506.43164,,-1,50,Inactive,4613.8394,2825.3921
2024-10-22 16:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,12.592449,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4687.3257,506.43164,,-1,50,Inactive,4622.6309,2825.3921
2024-10-22 17:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,12.515135,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4691.3975,506.43164,,-1,50,Inactive,4631.4224,2825.3921
2024-10-22 18:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,12.43782,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4695.4688,506.43164,,-1,50,Inactive,4640.2139,2825.3921
2024-10-22 19:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,12.360506,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4699.54,506.43164,,-1,50,Inactive,4649.0054,2825.3921
2024-10-22 20:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,12.283192,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4703.6113,506.43164,,-1,50,Inactive,4657.7969,2825.3921
2024-10-22 21:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,12.205877,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4707.6831,506.43164,,-1,50,Inactive,4666.5884,2825.3921
2024-10-22 22:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,12.128564,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4711.7544,506.43164,,-1,50,Inactive,4675.3804,2825.3921
2024-10-22 23:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,12.05125,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4715.8257,506.43164,,-1,50,Inactive,4684.1719,2825.3921
2024-10-23 00:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,11.973935,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4719.897,506.43164,,-1,50,Inactive,4692.9634,2825.3921
2024-10-23 01:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,11.896621,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4723.9683,506.43164,,-1,50,Inactive,4701.7549,2825.3921
2024-10-23 02:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,11.819306,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4728.04,506.43164,,-1,50,Inactive,4710.5464,2825.3921
2024-10-23 03:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,11.741992,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4732.1113,506.43164,,-1,50,Inactive,4719.3379,2825.3921
2024-10-23 04:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,11.664678,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4736.1826,506.43164,,-1,50,Inactive,4728.1294,2825.3921
2024-10-23 05:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,11.587363,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4740.2539,506.43164,,-1,50,Inactive,4736.9209,2825.3921
2024-10-23 06:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,11.51005,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4744.3257,506.43164,,-1,50,Inactive,4745.7124,2825.3921
2024-10-23 07:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,11.432735,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4748.397,506.43164,,-1,50,Inactive,4754.5039,2825.3921
2024-10-23 08:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,11.355421,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4752.4683,506.43164,,-1,50,Inactive,4763.2954,2825.3921
2024-10-23 09:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,11.278107,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4756.5396,506.43164,,-1,50,Inactive,4772.0869,2825.3921
2024-10-23 10:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,11.200792,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4760.6113,506.43164,,-1,50,Inactive,4780.8784,2825.3921
2024-10-23 11:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,11.123478,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4764.6826,4350.21,,-1,50,Inactive,4779.0806,2825.3921
2024-10-23 12:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,11.046164,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4768.7539,4350.21,,-1,50,Inactive,4775.7344,2825.3921
2024-10-23 13:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,10.96885,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4772.8252,4350.21,,-1,50,Inactive,4772.3882,2825.3921
2024-10-23 14:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,10.891536,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4776.8965,4350.21,,-1,50,Inactive,4769.0425,2825.3921
2024-10-23 15:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,10.814221,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4780.9683,4350.21,,-1,50,Inactive,4765.6963,2825.3921
2024-10-23 16:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,10.736907,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4785.0396,4350.21,,-1,50,Inactive,4762.3501,2825.3921
2024-10-23 17:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,10.659593,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4789.1108,4350.21,,-1,50,Inactive,4759.0039,2825.3921
2024-10-23 18:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,10.582278,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4793.1821,4350.209,,-1,50,Inactive,4755.6577,2825.3921
2024-10-23 19:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,10.504964,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4797.2539,4350.209,,-1,50,Inactive,4752.3115,2825.3921
2024-10-23 20:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,10.427649,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4801.3252,4350.209,,-1,50,Inactive,4748.9653,2825.3921
2024-10-23 21:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,10.350336,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4805.3965,4350.209,,-1,50,Inactive,4745.6191,2825.3921
2024-10-23 22:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,10.273022,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4809.4678,4350.209,,-1,50,Inactive,4742.2729,2825.3921
2024-10-23 23:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,10.195707,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4813.5396,4350.209,,-1,50,Inactive,4738.9268,2825.3921
2024-10-24 00:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,10.118393,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4817.6108,4350.209,,-1,50,Inactive,4735.5806,2825.3921
2024-10-24 01:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,10.041079,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4821.6821,4350.209,,-1,50,Inactive,4732.2349,2825.3921
2024-10-24 02:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,9.9637642,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4825.7534,4348.0498,,-1,50,Inactive,4728.8887,2825.3921
2024-10-24 03:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,9.8864498,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4829.8252,4348.0498,,-1,50,Inactive,4725.5425,2825.3921
2024-10-24 04:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,9.8091364,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4833.8965,4348.0498,,-1,50,Inactive,4722.1963,2825.3921
2024-10-24 05:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,9.731822,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4837.9678,4348.0498,,-1,50,Inactive,4718.8501,2825.3921
2024-10-24 06:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,9.6545076,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4842.0391,4348.0498,,-1,50,Inactive,4715.5039,2825.3921
2024-10-24 07:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,9.5771933,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4846.1104,4348.0498,,-1,50,Inactive,4712.1577,2825.3921
2024-10-24 08:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,9.4998789,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4850.1821,4348.0498,,-1,50,Inactive,4708.8115,2825.3921
2024-10-24 09:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,9.4225645,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4854.2534,4348.0498,,-1,50,Inactive,4705.4653,2825.3921
2024-10-24 10:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,9.3452501,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4858.3247,4348.0498,,-1,50,Inactive,4702.1191,2825.3921
2024-10-24 11:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,9.2679358,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4862.396,4350.4063,,-1,50,Inactive,4698.7734,2825.3921
2024-10-24 12:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,9.1906223,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4866.4678,4350.4063,,-1,50,Inactive,4695.4272,2825.3921
2024-10-24 13:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,9.113308,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4870.5391,4350.4063,,-1,50,Inactive,4692.0811,2825.3921
2024-10-24 14:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,9.0359936,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4874.6104,4350.4063,,-1,50,Inactive,4688.7349,2825.3921
2024-10-24 15:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,8.9586792,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4878.6816,4350.4063,,-1,50,Inactive,4685.3887,2825.3921
2024-10-24 16:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,8.8813648,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4882.7534,4350.4063,,-1,50,Inactive,4682.0425,2825.3921
2024-10-24 17:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,8.8040504,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4886.8247,4350.4063,,-1,50,Inactive,4678.6963,2825.3921
2024-10-24 18:00:00,12345678,Inactive,5,Inactive,0,510.383,12345678,-1,8.7267361,Inactive,0,320.65186,12345678,Inactive,30,Inactive,0,30.031921,,Inactive,45,Inactive,4890.896,4350.4063,,-1,50,Inactive,4675.3501,2827.5569
